id,round,date,grandPrixId,officialName,qualifyingFormat,sprintQualifyingFormat,circuitId,circuitType,direction,courseLength,turns,laps,distance
1091,12,2023-07-30,belgium,Formula 1 MSC Cruises Belgian Grand Prix 2023,KNOCKOUT,SPRINT_SHOOTOUT,spa-francorchamps,RACE,CLOCKWISE,7.004,19,44,308.052
