engineManufacturerId,constructorId,position,points
mercedes,mercedes,1,264
honda,red-bull,2,158
renault,mclaren,3,68
bwt-mercedes,racing-point,4,66
ferrari,ferrari,5,61
renault,renault,6,59
honda,alphatauri,7,20
ferrari,alfa-romeo,8,2
ferrari,haas,9,1
mercedes,williams,10,0
