q1,constructorId,q2,engineManufacturerId,interval,gap,q3,driverId,laps,position,tyreManufacturerId,driverNumber
1:42.323,mercedes,1:42.014,mercedes,,,1:41.252,lewis-hamilton,15,1,pirelli,44
1:42.534,mercedes,1:42.126,mercedes,+0.511,+0.511,1:41.763,valtteri-bottas,17,2,pirelli,77
1:43.197,red-bull,1:42.473,honda,+0.015,+0.526,1:41.778,max-verstappen,17,3,pirelli,33
1:43.309,renault,1:42.487,renault,+0.283,+0.809,1:42.061,daniel-ricciardo,11,4,pirelli,3
1:43.418,red-bull,1:42.193,honda,+0.203,+1.012,1:42.264,alexander-albon,15,5,pirelli,23
1:43.505,renault,1:42.534,renault,+0.132,+1.144,1:42.396,esteban-ocon,15,6,pirelli,31
1:43.322,mclaren,1:42.478,renault,+0.042,+1.186,1:42.438,carlos-sainz-jr,15,7,pirelli,55
1:43.349,racing-point,1:42.670,bwt-mercedes,+0.094,+1.280,1:42.532,sergio-perez,15,8,pirelli,11
1:43.265,racing-point,1:42.491,bwt-mercedes,+0.071,+1.351,1:42.603,lance-stroll,15,9,pirelli,18
1:43.514,mclaren,1:42.722,renault,+0.054,+1.405,1:42.657,lando-norris,17,10,pirelli,4
1:43.267,alphatauri,1:42.730,honda,,,,daniil-kvyat,12,11,pirelli,26
1:43.262,alphatauri,1:42.745,honda,,,,pierre-gasly,12,12,pirelli,10
1:43.656,ferrari,1:42.996,ferrari,,,,charles-leclerc,12,13,pirelli,16
1:43.567,ferrari,1:43.261,ferrari,,,,sebastian-vettel,12,14,pirelli,5
1:43.630,williams,1:43.468,mercedes,,,,george-russell,11,15,pirelli,63
1:43.743,alfa-romeo,,ferrari,,,,kimi-raikkonen,6,16,pirelli,7
1:43.838,haas,,ferrari,,,,romain-grosjean,6,17,pirelli,8
1:43.950,alfa-romeo,,ferrari,,,,antonio-giovinazzi,6,18,pirelli,99
1:44.138,williams,,mercedes,,,,nicholas-latifi,6,19,pirelli,6
1:44.314,haas,,ferrari,,,,kevin-magnussen,8,20,pirelli,20
