time,constructorId,engineManufacturerId,stop,driverId,position,tyreManufacturerId,lap,driverNumber
30.678,ferrari,ferrari,1,charles-leclerc,1,pirelli,10,16
22.960,alfa-romeo,ferrari,1,kimi-raikkonen,2,pirelli,10,7
23.636,haas,ferrari,1,romain-grosjean,3,pirelli,10,8
26.156,haas,ferrari,1,kevin-magnussen,4,pirelli,10,20
23.532,williams,mercedes,1,nicholas-latifi,5,pirelli,10,6
23.298,mercedes,mercedes,1,lewis-hamilton,6,pirelli,11,44
25.548,mercedes,mercedes,1,valtteri-bottas,7,pirelli,11,77
23.314,red-bull,honda,1,max-verstappen,8,pirelli,11,33
23.586,renault,renault,1,daniel-ricciardo,9,pirelli,11,3
24.305,renault,renault,1,esteban-ocon,10,pirelli,11,31
22.738,red-bull,honda,1,alexander-albon,11,pirelli,11,23
23.689,racing-point,bwt-mercedes,1,lance-stroll,12,pirelli,11,18
23.046,mclaren,renault,1,lando-norris,13,pirelli,11,4
23.769,alphatauri,honda,1,daniil-kvyat,14,pirelli,11,26
22.982,ferrari,ferrari,1,sebastian-vettel,15,pirelli,11,5
23.175,racing-point,bwt-mercedes,1,sergio-perez,16,pirelli,18,11
25.100,ferrari,ferrari,2,charles-leclerc,17,pirelli,24,16
22.681,alphatauri,honda,1,pierre-gasly,18,pirelli,26,10
23.477,williams,mercedes,2,nicholas-latifi,19,pirelli,30,6
24.339,haas,ferrari,2,kevin-magnussen,20,pirelli,35,20
