driverId,position,points
lewis-hamilton,1,157
max-verstappen,2,110
valtteri-bottas,3,107
alexander-albon,4,48
charles-leclerc,5,45
lando-norris,6,45
lance-stroll,7,42
daniel-ricciardo,8,33
sergio-perez,9,33
esteban-ocon,10,26
carlos-sainz-jr,11,23
pierre-gasly,12,18
sebastian-vettel,13,16
nico-hulkenberg,14,6
antonio-giovinazzi,15,2
daniil-kvyat,16,2
kevin-magnussen,17,1
kimi-raikkonen,18,0
nicholas-latifi,19,0
george-russell,20,0
romain-grosjean,21,0
