engineManufacturerId,constructorId,position,points
honda-rbpt,red-bull,1,87
ferrari,ferrari,2,49
mercedes,mclaren,3,28
mercedes,mercedes,4,26
mercedes,aston-martin,5,13
ferrari,haas,6,1
mercedes,williams,7,0
ferrari,kick-sauber,8,0
honda-rbpt,rb,9,0
renault,alpine,10,0
