constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
ferrari,ferrari,48.3,oliver-bearman,1,pirelli,38
mercedes,mercedes,7.3,lewis-hamilton,2,pirelli,44
haas,ferrari,6.7,kevin-magnussen,3,pirelli,20
red-bull,honda-rbpt,5.9,sergio-perez,4,pirelli,11
mclaren,mercedes,5.2,lando-norris,5,pirelli,4
