time,constructorId,engineManufacturerId,stop,driverId,position,tyreManufacturerId,lap,driverNumber
20.607,red-bull,honda-rbpt,1,max-verstappen,1,pirelli,7,1
22.196,red-bull,honda-rbpt,1,sergio-perez,2,pirelli,7,11
23.419,ferrari,ferrari,1,charles-leclerc,3,pirelli,7,16
21.427,mclaren,mercedes,1,oscar-piastri,4,pirelli,7,81
22.129,aston-martin,mercedes,1,fernando-alonso,5,pirelli,7,14
21.013,mercedes,mercedes,1,george-russell,6,pirelli,7,63
22.457,ferrari,ferrari,1,oliver-bearman,7,pirelli,7,38
21.694,rb,honda-rbpt,1,yuki-tsunoda,8,pirelli,7,22
21.460,haas,ferrari,1,kevin-magnussen,9,pirelli,7,20
21.723,williams,mercedes,1,alexander-albon,10,pirelli,7,23
1:03.364,rb,honda-rbpt,1,daniel-ricciardo,11,pirelli,7,3
22.502,alpine,renault,1,esteban-ocon,12,pirelli,7,31
22.795,kick-sauber,ferrari,1,valtteri-bottas,13,pirelli,7,77
23.645,williams,mercedes,1,logan-sargeant,14,pirelli,7,2
21.035,haas,ferrari,1,nico-hulkenberg,15,pirelli,33,27
23.281,kick-sauber,ferrari,2,valtteri-bottas,16,pirelli,35,77
20.170,mercedes,mercedes,1,lewis-hamilton,17,pirelli,36,44
22.211,mclaren,mercedes,1,lando-norris,18,pirelli,37,4
46.381,kick-sauber,ferrari,1,guanyu-zhou,19,pirelli,41,24
