time,constructorId,engineManufacturerId,gridPenalty,driverId,position,tyreManufacturerId,driverNumber
1:41.359,ferrari,ferrari,,charles-leclerc,1,pirelli,16
1:41.641,red-bull,rbpt,,sergio-perez,2,pirelli,11
1:41.706,red-bull,rbpt,,max-verstappen,3,pirelli,1
1:41.814,ferrari,ferrari,,carlos-sainz-jr,4,pirelli,55
1:42.712,mercedes,mercedes,,george-russell,5,pirelli,63
1:42.845,alphatauri,rbpt,,pierre-gasly,6,pirelli,10
1:42.924,mercedes,mercedes,,lewis-hamilton,7,pirelli,44
1:43.056,alphatauri,rbpt,,yuki-tsunoda,8,pirelli,22
1:43.091,aston-martin,mercedes,,sebastian-vettel,9,pirelli,5
1:43.173,alpine,renault,,fernando-alonso,10,pirelli,14
1:43.398,mclaren,mercedes,,lando-norris,11,pirelli,4
1:43.574,mclaren,mercedes,,daniel-ricciardo,12,pirelli,3
1:43.585,alpine,renault,,esteban-ocon,13,pirelli,31
1:43.790,alfa-romeo,ferrari,,guanyu-zhou,14,pirelli,24
1:44.444,alfa-romeo,ferrari,,valtteri-bottas,15,pirelli,77
1:44.643,haas,ferrari,,kevin-magnussen,16,pirelli,20
1:44.719,williams,mercedes,,alexander-albon,17,pirelli,23
1:45.367,williams,mercedes,,nicholas-latifi,18,pirelli,6
1:45.371,aston-martin,mercedes,,lance-stroll,19,pirelli,18
1:45.775,haas,ferrari,,mick-schumacher,20,pirelli,47
