engineManufacturerId,constructorId,position,points
rbpt,red-bull,1,279
ferrari,ferrari,2,199
mercedes,mercedes,3,161
mercedes,mclaren,4,65
renault,alpine,5,47
ferrari,alfa-romeo,6,41
rbpt,alphatauri,7,27
ferrari,haas,8,15
mercedes,aston-martin,9,15
mercedes,williams,10,3
