q1,constructorId,q2,engineManufacturerId,interval,gap,q3,driverId,laps,position,tyreManufacturerId,driverNumber
1:42.865,ferrari,1:42.046,ferrari,,,1:41.359,charles-leclerc,19,1,pirelli,16
1:42.733,red-bull,1:41.955,rbpt,+0.282,+0.282,1:41.641,sergio-perez,18,2,pirelli,11
1:42.722,red-bull,1:42.227,rbpt,+0.065,+0.347,1:41.706,max-verstappen,19,3,pirelli,1
1:42.957,ferrari,1:42.088,ferrari,+0.108,+0.455,1:41.814,carlos-sainz-jr,19,4,pirelli,55
1:43.754,mercedes,1:43.281,mercedes,+0.898,+1.353,1:42.712,george-russell,23,5,pirelli,63
1:43.268,alphatauri,1:43.129,rbpt,+0.133,+1.486,1:42.845,pierre-gasly,23,6,pirelli,10
1:43.939,mercedes,1:43.182,mercedes,+0.079,+1.565,1:42.924,lewis-hamilton,22,7,pirelli,44
1:43.595,alphatauri,1:43.376,rbpt,+0.132,+1.697,1:43.056,yuki-tsunoda,22,8,pirelli,22
1:43.279,aston-martin,1:43.268,mercedes,+0.035,+1.732,1:43.091,sebastian-vettel,18,9,pirelli,5
1:44.083,alpine,1:43.360,renault,+0.082,+1.814,1:43.173,fernando-alonso,20,10,pirelli,14
1:44.237,mclaren,1:43.398,mercedes,,,,lando-norris,16,11,pirelli,4
1:44.437,mclaren,1:43.574,mercedes,,,,daniel-ricciardo,17,12,pirelli,3
1:43.903,alpine,1:43.585,renault,,,,esteban-ocon,13,13,pirelli,31
1:43.777,alfa-romeo,1:43.790,ferrari,,,,guanyu-zhou,13,14,pirelli,24
1:44.478,alfa-romeo,1:44.444,ferrari,,,,valtteri-bottas,13,15,pirelli,77
1:44.643,haas,,ferrari,,,,kevin-magnussen,9,16,pirelli,20
1:44.719,williams,,mercedes,,,,alexander-albon,9,17,pirelli,23
1:45.367,williams,,mercedes,,,,nicholas-latifi,8,18,pirelli,6
1:45.371,aston-martin,,mercedes,,,,lance-stroll,7,19,pirelli,18
1:45.775,haas,,ferrari,,,,mick-schumacher,9,20,pirelli,47
