time,constructorId,engineManufacturerId,interval,gap,driverId,position,tyreManufacturerId,lap,driverNumber
1:32.014,red-bull,honda,,,max-verstappen,1,pirelli,48,33
1:32.827,renault,renault,+0.813,+0.813,daniel-ricciardo,2,pirelli,38,3
1:32.864,mercedes,mercedes,+0.037,+0.850,lewis-hamilton,3,pirelli,38,44
1:33.352,mercedes,mercedes,+0.488,+1.338,valtteri-bottas,4,pirelli,28,77
1:33.411,mclaren,renault,+0.059,+1.397,carlos-sainz-jr,5,pirelli,46,55
1:33.573,alfa-romeo,ferrari,+0.162,+1.559,kimi-raikkonen,6,pirelli,43,7
1:33.588,mclaren,renault,+0.015,+1.574,lando-norris,7,pirelli,53,4
1:33.625,ferrari,ferrari,+0.037,+1.611,charles-leclerc,8,pirelli,44,16
1:33.629,racing-point,bwt-mercedes,+0.004,+1.615,sergio-perez,9,pirelli,40,11
1:33.684,red-bull,honda,+0.055,+1.670,alexander-albon,10,pirelli,41,23
1:33.861,ferrari,ferrari,+0.177,+1.847,sebastian-vettel,11,pirelli,41,5
1:34.141,alphatauri,honda,+0.280,+2.127,daniil-kvyat,12,pirelli,35,26
1:34.354,renault,renault,+0.213,+2.340,esteban-ocon,13,pirelli,37,31
1:34.536,alfa-romeo,ferrari,+0.182,+2.522,antonio-giovinazzi,14,pirelli,22,99
1:34.591,williams,mercedes,+0.055,+2.577,nicholas-latifi,15,pirelli,39,6
1:34.817,alphatauri,honda,+0.226,+2.803,pierre-gasly,16,pirelli,48,10
1:35.042,williams,mercedes,+0.225,+3.028,george-russell,17,pirelli,47,63
1:35.241,haas,ferrari,+0.199,+3.227,kevin-magnussen,18,pirelli,29,20
