constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
haas,ferrari,36.8,romain-grosjean,1,pirelli,8
racing-point,bwt-mercedes,12.3,sergio-perez,2,pirelli,11
mclaren,renault,11.6,carlos-sainz-jr,3,pirelli,55
mclaren,renault,6.9,lando-norris,4,pirelli,4
red-bull,honda,6,max-verstappen,5,pirelli,33
