engineManufacturerId,constructorId,position,points
mercedes,mercedes,1,533
honda,red-bull,2,274
renault,mclaren,3,171
bwt-mercedes,racing-point,4,154
renault,renault,5,144
ferrari,ferrari,6,131
honda,alphatauri,7,97
ferrari,alfa-romeo,8,8
ferrari,haas,9,3
mercedes,williams,10,0
