time,constructorId,engineManufacturerId,gridPenalty,driverId,position,tyreManufacturerId,driverNumber
1:27.264,mercedes,mercedes,,lewis-hamilton,1,pirelli,44
1:27.553,mercedes,mercedes,,valtteri-bottas,2,pirelli,77
1:27.678,red-bull,honda,,max-verstappen,3,pirelli,33
1:28.274,red-bull,honda,,alexander-albon,4,pirelli,23
1:28.322,racing-point,bwt-mercedes,,sergio-perez,5,pirelli,11
1:28.417,renault,renault,,daniel-ricciardo,6,pirelli,3
1:28.419,renault,renault,,esteban-ocon,7,pirelli,31
1:28.448,alphatauri,honda,,pierre-gasly,8,pirelli,10
1:28.542,mclaren,renault,,lando-norris,9,pirelli,4
1:28.618,alphatauri,honda,,daniil-kvyat,10,pirelli,26
1:29.149,ferrari,ferrari,,sebastian-vettel,11,pirelli,5
1:29.165,ferrari,ferrari,,charles-leclerc,12,pirelli,16
1:29.557,racing-point,bwt-mercedes,,lance-stroll,13,pirelli,18
1:31.218,williams,mercedes,,george-russell,14,pirelli,63
,mclaren,renault,,carlos-sainz-jr,15,pirelli,55
1:29.491,alfa-romeo,ferrari,,antonio-giovinazzi,16,pirelli,99
1:29.810,alfa-romeo,ferrari,,kimi-raikkonen,17,pirelli,7
1:30.111,haas,ferrari,,kevin-magnussen,18,pirelli,20
1:30.138,haas,ferrari,,romain-grosjean,19,pirelli,8
1:30.182,williams,mercedes,,nicholas-latifi,20,pirelli,6
