q1,constructorId,q2,engineManufacturerId,interval,gap,q3,driverId,laps,position,tyreManufacturerId,driverNumber
1:28.343,mercedes,1:27.586,mercedes,,,1:27.264,lewis-hamilton,16,1,pirelli,44
1:28.767,mercedes,1:28.063,mercedes,+0.289,+0.289,1:27.553,valtteri-bottas,16,2,pirelli,77
1:28.885,red-bull,1:28.025,honda,+0.125,+0.414,1:27.678,max-verstappen,15,3,pirelli,33
1:28.732,red-bull,1:28.749,honda,+0.596,+1.010,1:28.274,alexander-albon,18,4,pirelli,23
1:29.178,racing-point,1:28.894,bwt-mercedes,+0.048,+1.058,1:28.322,sergio-perez,20,5,pirelli,11
1:29.005,renault,1:28.648,renault,+0.095,+1.153,1:28.417,daniel-ricciardo,17,6,pirelli,3
1:29.203,renault,1:28.937,renault,+0.002,+1.155,1:28.419,esteban-ocon,14,7,pirelli,31
1:28.971,alphatauri,1:29.008,honda,+0.029,+1.184,1:28.448,pierre-gasly,14,8,pirelli,10
1:29.464,mclaren,1:28.877,renault,+0.094,+1.278,1:28.542,lando-norris,17,9,pirelli,4
1:29.158,alphatauri,1:28.944,honda,+0.076,+1.354,1:28.618,daniil-kvyat,17,10,pirelli,26
1:29.142,ferrari,1:29.149,ferrari,,,,sebastian-vettel,11,11,pirelli,5
1:29.137,ferrari,1:29.165,ferrari,,,,charles-leclerc,11,12,pirelli,16
1:28.679,racing-point,1:29.557,bwt-mercedes,,,,lance-stroll,11,13,pirelli,18
1:29.294,williams,1:31.218,mercedes,,,,george-russell,11,14,pirelli,63
1:28.975,mclaren,,renault,,,,carlos-sainz-jr,5,15,pirelli,55
1:29.491,alfa-romeo,,ferrari,,,,antonio-giovinazzi,6,16,pirelli,99
1:29.810,alfa-romeo,,ferrari,,,,kimi-raikkonen,6,17,pirelli,7
1:30.111,haas,,ferrari,,,,kevin-magnussen,6,18,pirelli,20
1:30.138,haas,,ferrari,,,,romain-grosjean,6,19,pirelli,8
1:30.182,williams,,mercedes,,,,nicholas-latifi,6,20,pirelli,6
