constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
mclaren,mercedes,26,lando-norris,1,pirelli,4
mercedes,mercedes,23.3,lewis-hamilton,2,pirelli,44
red-bull,honda-rbpt,14.4,max-verstappen,3,pirelli,1
red-bull,honda-rbpt,7.5,sergio-perez,4,pirelli,11
aston-martin,mercedes,6.8,fernando-alonso,5,pirelli,14
