driverId,position,points
max-verstappen,1,466
sergio-perez,2,240
lewis-hamilton,3,201
fernando-alonso,4,183
carlos-sainz-jr,5,171
lando-norris,6,159
charles-leclerc,7,151
george-russell,8,143
oscar-piastri,9,83
pierre-gasly,10,56
lance-stroll,11,53
esteban-ocon,12,44
alexander-albon,13,25
valtteri-bottas,14,10
nico-hulkenberg,15,9
yuki-tsunoda,16,8
guanyu-zhou,17,6
kevin-magnussen,18,3
liam-lawson,19,2
logan-sargeant,20,1
nyck-de-vries,21,0
daniel-ricciardo,22,0
