time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:34.874,mercedes,mercedes,,,17,valtteri-bottas,1,pirelli,77
1:34.919,mercedes,mercedes,+0.045,+0.045,18,lewis-hamilton,2,pirelli,44
1:35.806,red-bull,honda,+0.887,+0.932,16,max-verstappen,3,pirelli,33
1:36.334,ferrari,ferrari,+0.528,+1.460,18,charles-leclerc,4,pirelli,16
1:36.508,ferrari,ferrari,+0.174,+1.634,20,carlos-sainz-jr,5,pirelli,55
1:36.611,alphatauri,honda,+0.103,+1.737,18,pierre-gasly,6,pirelli,10
1:36.798,red-bull,honda,+0.187,+1.924,20,sergio-perez,7,pirelli,11
1:36.855,mclaren,mercedes,+0.057,+1.981,11,lando-norris,8,pirelli,4
1:36.874,alfa-romeo,ferrari,+0.019,+2.000,18,antonio-giovinazzi,9,pirelli,99
1:36.876,alfa-romeo,ferrari,+0.002,+2.002,18,kimi-raikkonen,10,pirelli,7
1:36.966,williams,mercedes,+0.090,+2.092,19,george-russell,11,pirelli,63
1:36.970,alpine,renault,+0.004,+2.096,22,esteban-ocon,12,pirelli,31
1:36.972,aston-martin,mercedes,+0.002,+2.098,20,lance-stroll,13,pirelli,18
1:36.982,aston-martin,mercedes,+0.010,+2.108,20,sebastian-vettel,14,pirelli,5
1:37.068,alpine,renault,+0.086,+2.194,12,fernando-alonso,15,pirelli,14
1:37.458,mclaren,mercedes,+0.390,+2.584,18,daniel-ricciardo,16,pirelli,3
1:37.463,williams,mercedes,+0.005,+2.589,19,nicholas-latifi,17,pirelli,6
1:37.954,alphatauri,honda,+0.491,+3.080,22,yuki-tsunoda,18,pirelli,22
1:38.866,haas,ferrari,+0.912,+3.992,17,mick-schumacher,19,pirelli,47
1:42.239,haas,ferrari,+3.373,+7.365,19,nikita-mazepin,20,pirelli,9
