driverId,position,points
max-verstappen,1,287.5
lewis-hamilton,2,275.5
valtteri-bottas,3,185
sergio-perez,4,150
lando-norris,5,149
charles-leclerc,6,128
carlos-sainz-jr,7,122.5
daniel-ricciardo,8,105
pierre-gasly,9,74
fernando-alonso,10,58
esteban-ocon,11,46
sebastian-vettel,12,36
lance-stroll,13,26
yuki-tsunoda,14,20
george-russell,15,16
nicholas-latifi,16,7
kimi-raikkonen,17,6
antonio-giovinazzi,18,1
mick-schumacher,19,0
robert-kubica,20,0
nikita-mazepin,21,0
