id,round,date,grandPrixId,officialName,qualifyingFormat,circuitId,circuitType,direction,courseLength,turns,laps,distance
1052,17,2021-10-24,united-states,Formula 1 Aramco United States Grand Prix 2021,KNOCKOUT,austin,RACE,ANTI_CLOCKWISE,5.513,20,56,308.405
