time,constructorId,engineManufacturerId,interval,gap,driverId,position,tyreManufacturerId,lap,driverNumber
1:38.485,mercedes,mercedes,,,lewis-hamilton,1,pirelli,41,44
1:39.096,red-bull,honda,+0.611,+0.611,max-verstappen,2,pirelli,52,33
1:39.303,ferrari,ferrari,+0.207,+0.818,charles-leclerc,3,pirelli,41,16
1:39.566,red-bull,honda,+0.263,+1.081,sergio-perez,4,pirelli,32,11
1:40.067,alpine,renault,+0.501,+1.582,fernando-alonso,5,pirelli,46,14
1:40.147,mercedes,mercedes,+0.080,+1.662,valtteri-bottas,6,pirelli,41,77
1:40.228,mclaren,mercedes,+0.081,+1.743,lando-norris,7,pirelli,41,4
1:40.345,mclaren,mercedes,+0.117,+1.860,daniel-ricciardo,8,pirelli,43,3
1:40.377,ferrari,ferrari,+0.032,+1.892,carlos-sainz-jr,9,pirelli,40,55
1:40.481,aston-martin,mercedes,+0.104,+1.996,sebastian-vettel,10,pirelli,40,5
1:41.120,williams,mercedes,+0.639,+2.635,george-russell,11,pirelli,36,63
1:41.145,alfa-romeo,ferrari,+0.025,+2.660,antonio-giovinazzi,12,pirelli,44,99
1:41.151,alphatauri,honda,+0.006,+2.666,yuki-tsunoda,13,pirelli,47,22
1:41.189,aston-martin,mercedes,+0.038,+2.704,lance-stroll,14,pirelli,36,18
1:41.340,alfa-romeo,ferrari,+0.151,+2.855,kimi-raikkonen,15,pirelli,43,7
1:41.395,haas,ferrari,+0.055,+2.910,mick-schumacher,16,pirelli,36,47
1:41.818,williams,mercedes,+0.423,+3.333,nicholas-latifi,17,pirelli,46,6
1:42.015,alphatauri,honda,+0.197,+3.530,pierre-gasly,18,pirelli,12,10
1:42.194,alpine,renault,+0.179,+3.709,esteban-ocon,19,pirelli,28,31
1:42.886,haas,ferrari,+0.692,+4.401,nikita-mazepin,20,pirelli,42,9
