time,constructorId,engineManufacturerId,gridPenalty,driverId,position,tyreManufacturerId,driverNumber
1:32.910,red-bull,honda,,max-verstappen,1,pirelli,33
1:33.119,mercedes,mercedes,,lewis-hamilton,2,pirelli,44
1:33.134,red-bull,honda,,sergio-perez,3,pirelli,11
1:33.606,ferrari,ferrari,,charles-leclerc,4,pirelli,16
1:33.792,ferrari,ferrari,,carlos-sainz-jr,5,pirelli,55
1:33.808,mclaren,mercedes,,daniel-ricciardo,6,pirelli,3
1:33.887,mclaren,mercedes,,lando-norris,7,pirelli,4
1:34.118,alphatauri,honda,,pierre-gasly,8,pirelli,10
1:33.475,mercedes,mercedes,5,valtteri-bottas,9,pirelli,77
1:34.918,alphatauri,honda,,yuki-tsunoda,10,pirelli,22
1:35.377,alpine,renault,,esteban-ocon,11,pirelli,31
1:35.794,alfa-romeo,ferrari,,antonio-giovinazzi,12,pirelli,99
1:35.983,aston-martin,mercedes,,lance-stroll,13,pirelli,18
1:35.995,williams,mercedes,,nicholas-latifi,14,pirelli,6
1:36.311,alfa-romeo,ferrari,,kimi-raikkonen,15,pirelli,7
1:36.499,haas,ferrari,,mick-schumacher,16,pirelli,47
1:36.796,haas,ferrari,,nikita-mazepin,17,pirelli,9
1:35.500,aston-martin,mercedes,SFB,sebastian-vettel,18,pirelli,5
1:44.549,alpine,renault,SFB,fernando-alonso,19,pirelli,14
,williams,mercedes,SFB,george-russell,20,pirelli,63
