constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
red-bull,honda,22.7,max-verstappen,1,pirelli,33
mercedes,mercedes,17.1,lewis-hamilton,2,pirelli,44
mclaren,mercedes,8.7,daniel-ricciardo,3,pirelli,3
red-bull,honda,8.2,sergio-perez,4,pirelli,11
ferrari,ferrari,7.2,charles-leclerc,5,pirelli,16
