time,constructorId,engineManufacturerId,interval,gap,driverId,position,tyreManufacturerId,lap,driverNumber
1:07.275,red-bull,rbpt,,,max-verstappen,1,pirelli,62,1
1:07.583,ferrari,ferrari,+0.308,+0.308,charles-leclerc,2,pirelli,62,16
1:08.558,alpine,renault,+0.975,+1.283,fernando-alonso,3,pirelli,62,14
1:08.649,ferrari,ferrari,+0.091,+1.374,carlos-sainz-jr,4,pirelli,55,55
1:09.000,mercedes,mercedes,+0.351,+1.725,lewis-hamilton,5,pirelli,63,44
1:09.075,mercedes,mercedes,+0.075,+1.800,george-russell,6,pirelli,61,63
1:09.266,alfa-romeo,ferrari,+0.191,+1.991,valtteri-bottas,7,pirelli,61,77
1:09.304,mclaren,mercedes,+0.038,+2.029,lando-norris,8,pirelli,62,4
1:09.380,alfa-romeo,ferrari,+0.076,+2.105,guanyu-zhou,9,pirelli,50,24
1:09.559,alpine,renault,+0.179,+2.284,esteban-ocon,10,pirelli,62,31
1:09.625,haas,ferrari,+0.066,+2.350,mick-schumacher,11,pirelli,50,47
1:09.669,williams,mercedes,+0.044,+2.394,alexander-albon,12,pirelli,60,23
1:09.924,mclaren,mercedes,+0.255,+2.649,daniel-ricciardo,13,pirelli,61,3
1:09.938,haas,ferrari,+0.014,+2.663,kevin-magnussen,14,pirelli,61,20
1:10.001,aston-martin,mercedes,+0.063,+2.726,sebastian-vettel,15,pirelli,62,5
1:10.023,alphatauri,rbpt,+0.022,+2.748,yuki-tsunoda,16,pirelli,62,22
1:10.048,aston-martin,mercedes,+0.025,+2.773,lance-stroll,17,pirelli,64,18
1:10.104,alphatauri,rbpt,+0.056,+2.829,pierre-gasly,18,pirelli,61,10
1:10.890,williams,mercedes,+0.786,+3.615,nicholas-latifi,19,pirelli,14,6
1:11.843,red-bull,rbpt,+0.953,+4.568,sergio-perez,20,pirelli,5,11
