constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
haas,ferrari,24.5,mick-schumacher,1,pirelli,47
ferrari,ferrari,15.3,charles-leclerc,2,pirelli,16
mercedes,mercedes,10.1,lewis-hamilton,3,pirelli,44
red-bull,rbpt,9.6,max-verstappen,4,pirelli,1
ferrari,ferrari,8,carlos-sainz-jr,5,pirelli,55
