id,round,date,grandPrixId,officialName,qualifyingFormat,circuitId,circuitType,direction,courseLength,turns,laps,distance
1068,11,2022-07-10,austria,Formula 1 Grosser Preis von Österreich 2022,SPRINT_RACE,spielberg,RACE,CLOCKWISE,4.318,10,71,306.452
