driverId,position,points
lewis-hamilton,1,282
valtteri-bottas,2,197
max-verstappen,3,162
daniel-ricciardo,4,95
charles-leclerc,5,85
sergio-perez,6,82
lando-norris,7,69
carlos-sainz-jr,8,65
alexander-albon,9,64
pierre-gasly,10,63
lance-stroll,11,57
esteban-ocon,12,40
daniil-kvyat,13,26
sebastian-vettel,14,18
nico-hulkenberg,15,10
kimi-raikkonen,16,4
antonio-giovinazzi,17,4
romain-grosjean,18,2
kevin-magnussen,19,1
nicholas-latifi,20,0
george-russell,21,0
