time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:14.726,mercedes,mercedes,,,46,lewis-hamilton,1,pirelli,44
1:15.023,red-bull,honda,+0.297,+0.297,39,max-verstappen,2,pirelli,33
1:15.218,mercedes,mercedes,+0.195,+0.492,47,valtteri-bottas,3,pirelli,77
1:15.633,alphatauri,honda,+0.415,+0.907,46,pierre-gasly,4,pirelli,10
1:15.688,ferrari,ferrari,+0.055,+0.962,41,charles-leclerc,5,pirelli,16
1:15.839,renault,renault,+0.151,+1.113,32,daniel-ricciardo,6,pirelli,3
1:15.945,renault,renault,+0.106,+1.219,44,esteban-ocon,7,pirelli,31
1:15.966,alphatauri,honda,+0.021,+1.240,47,daniil-kvyat,8,pirelli,26
1:16.061,red-bull,honda,+0.095,+1.335,41,alexander-albon,9,pirelli,23
1:16.082,racing-point,bwt-mercedes,+0.021,+1.356,42,lance-stroll,10,pirelli,18
1:16.109,racing-point,bwt-mercedes,+0.027,+1.383,42,sergio-perez,11,pirelli,11
1:16.167,ferrari,ferrari,+0.058,+1.441,40,sebastian-vettel,12,pirelli,5
1:16.550,haas,ferrari,+0.383,+1.824,42,romain-grosjean,13,pirelli,8
1:16.560,mclaren,renault,+0.010,+1.834,42,carlos-sainz-jr,14,pirelli,55
1:16.564,alfa-romeo,ferrari,+0.004,+1.838,33,antonio-giovinazzi,15,pirelli,99
1:16.671,mclaren,renault,+0.107,+1.945,45,lando-norris,16,pirelli,4
1:16.684,alfa-romeo,ferrari,+0.013,+1.958,43,kimi-raikkonen,17,pirelli,7
1:16.780,williams,mercedes,+0.096,+2.054,43,george-russell,18,pirelli,63
1:17.060,haas,ferrari,+0.280,+2.334,45,kevin-magnussen,19,pirelli,20
1:17.779,williams,mercedes,+0.719,+3.053,29,nicholas-latifi,20,pirelli,6
