time,constructorId,engineManufacturerId,gridPenalty,driverId,position,tyreManufacturerId,driverNumber
1:13.609,mercedes,mercedes,,valtteri-bottas,1,pirelli,77
1:13.706,mercedes,mercedes,,lewis-hamilton,2,pirelli,44
1:14.176,red-bull,honda,,max-verstappen,3,pirelli,33
1:14.502,alphatauri,honda,,pierre-gasly,4,pirelli,10
1:14.520,renault,renault,,daniel-ricciardo,5,pirelli,3
1:14.572,red-bull,honda,,alexander-albon,6,pirelli,23
1:14.616,ferrari,ferrari,,charles-leclerc,7,pirelli,16
1:14.696,alphatauri,honda,,daniil-kvyat,8,pirelli,26
1:14.814,mclaren,renault,,lando-norris,9,pirelli,4
1:14.911,mclaren,renault,,carlos-sainz-jr,10,pirelli,55
1:15.061,racing-point,bwt-mercedes,,sergio-perez,11,pirelli,11
1:15.201,renault,renault,,esteban-ocon,12,pirelli,31
1:15.323,williams,mercedes,,george-russell,13,pirelli,63
1:15.385,ferrari,ferrari,,sebastian-vettel,14,pirelli,5
1:15.494,racing-point,bwt-mercedes,,lance-stroll,15,pirelli,18
1:15.918,haas,ferrari,,romain-grosjean,16,pirelli,8
1:15.939,haas,ferrari,,kevin-magnussen,17,pirelli,20
1:15.953,alfa-romeo,ferrari,,kimi-raikkonen,18,pirelli,7
1:15.987,williams,mercedes,,nicholas-latifi,19,pirelli,6
1:16.208,alfa-romeo,ferrari,,antonio-giovinazzi,20,pirelli,99
