id,round,date,grandPrixId,officialName,qualifyingFormat,circuitId,circuitType,direction,courseLength,turns,laps,distance,constructorsChampionshipDecider
1031,13,2020-11-01,emilia-romagna,Formula 1 Emirates Gran Premio dell'Emilia Romagna 2020,KNOCKOUT,imola,RACE,ANTI_CLOCKWISE,4.909,19,63,309.05,True
