engineManufacturerId,constructorId,position,points
mercedes,mercedes,1,435
honda,red-bull,2,226
bwt-mercedes,racing-point,3,126
renault,mclaren,4,124
renault,renault,5,120
ferrari,ferrari,6,93
honda,alphatauri,7,77
ferrari,alfa-romeo,8,5
ferrari,haas,9,3
mercedes,williams,10,0
