time,constructorId,engineManufacturerId,interval,gap,driverId,position,tyreManufacturerId,lap,driverNumber
1:18.750,mercedes,mercedes,,,lewis-hamilton,1,pirelli,63,44
1:19.345,mercedes,mercedes,+0.595,+0.595,valtteri-bottas,2,pirelli,66,77
1:19.360,mclaren,renault,+0.015,+0.610,lando-norris,3,pirelli,65,4
1:19.854,red-bull,honda,+0.494,+1.104,max-verstappen,4,pirelli,62,33
1:19.890,red-bull,honda,+0.036,+1.140,alexander-albon,5,pirelli,61,23
1:20.268,mclaren,renault,+0.378,+1.518,carlos-sainz-jr,6,pirelli,65,55
1:20.408,ferrari,ferrari,+0.140,+1.658,charles-leclerc,7,pirelli,66,16
1:20.449,alphatauri,honda,+0.041,+1.699,daniil-kvyat,8,pirelli,59,26
1:20.551,alphatauri,honda,+0.102,+1.801,pierre-gasly,9,pirelli,65,10
1:20.731,ferrari,ferrari,+0.180,+1.981,sebastian-vettel,10,pirelli,62,5
1:20.802,racing-point,bwt-mercedes,+0.071,+2.052,sergio-perez,11,pirelli,49,11
1:20.859,renault,renault,+0.057,+2.109,esteban-ocon,12,pirelli,61,31
1:20.882,williams,mercedes,+0.023,+2.132,george-russell,13,pirelli,62,63
1:20.906,renault,renault,+0.024,+2.156,daniel-ricciardo,14,pirelli,61,3
1:21.058,alfa-romeo,ferrari,+0.152,+2.308,kimi-raikkonen,15,pirelli,60,7
1:21.460,haas,ferrari,+0.402,+2.710,kevin-magnussen,16,pirelli,63,20
1:21.664,haas,ferrari,+0.204,+2.914,romain-grosjean,17,pirelli,59,8
1:21.694,racing-point,bwt-mercedes,+0.030,+2.944,lance-stroll,18,pirelli,45,18
1:21.859,williams,mercedes,+0.165,+3.109,nicholas-latifi,19,pirelli,53,6
1:21.893,alfa-romeo,ferrari,+0.034,+3.143,antonio-giovinazzi,20,pirelli,46,99
