time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:18.410,mercedes,mercedes,,,35,valtteri-bottas,1,pirelli,77
1:18.749,mercedes,mercedes,+0.339,+0.339,35,lewis-hamilton,2,pirelli,44
1:19.191,red-bull,honda,+0.442,+0.781,32,max-verstappen,3,pirelli,33
1:19.309,ferrari,ferrari,+0.118,+0.899,33,charles-leclerc,4,pirelli,16
1:19.365,red-bull,honda,+0.056,+0.955,34,alexander-albon,5,pirelli,23
1:19.441,mclaren,renault,+0.076,+1.031,42,carlos-sainz-jr,6,pirelli,55
1:19.907,racing-point,bwt-mercedes,+0.466,+1.497,31,sergio-perez,7,pirelli,11
1:19.954,alfa-romeo,ferrari,+0.047,+1.544,35,kimi-raikkonen,8,pirelli,7
1:20.058,renault,renault,+0.104,+1.648,27,daniel-ricciardo,9,pirelli,3
1:20.124,alphatauri,honda,+0.066,+1.714,29,pierre-gasly,10,pirelli,10
1:20.200,ferrari,ferrari,+0.076,+1.790,37,sebastian-vettel,11,pirelli,5
1:20.207,mclaren,renault,+0.007,+1.797,29,lando-norris,12,pirelli,4
1:20.278,alphatauri,honda,+0.071,+1.868,32,daniil-kvyat,13,pirelli,26
1:20.846,haas,ferrari,+0.568,+2.436,28,kevin-magnussen,14,pirelli,20
1:20.954,racing-point,bwt-mercedes,+0.108,+2.544,32,lance-stroll,15,pirelli,18
1:21.009,alfa-romeo,ferrari,+0.055,+2.599,35,antonio-giovinazzi,16,pirelli,99
1:21.169,haas,ferrari,+0.160,+2.759,31,romain-grosjean,17,pirelli,8
1:21.374,williams,mercedes,+0.205,+2.964,31,george-russell,18,pirelli,63
1:21.673,renault,renault,+0.299,+3.263,31,esteban-ocon,19,pirelli,31
1:22.054,williams,mercedes,+0.381,+3.644,34,nicholas-latifi,20,pirelli,6
