driverId,position,points
lewis-hamilton,1,256
valtteri-bottas,2,179
max-verstappen,3,162
daniel-ricciardo,4,80
charles-leclerc,5,75
sergio-perez,6,74
lando-norris,7,65
alexander-albon,8,64
pierre-gasly,9,63
carlos-sainz-jr,10,59
lance-stroll,11,57
esteban-ocon,12,40
sebastian-vettel,13,18
daniil-kvyat,14,14
nico-hulkenberg,15,10
antonio-giovinazzi,16,3
kimi-raikkonen,17,2
romain-grosjean,18,2
kevin-magnussen,19,1
nicholas-latifi,20,0
george-russell,21,0
