id,round,date,time,grandPrixId,officialName,qualifyingFormat,sprintQualifyingFormat,circuitId,circuitType,direction,courseLength,turns,laps,distance,freePractice1Date,freePractice1Time,sprintQualifyingDate,sprintQualifyingTime,sprintRaceDate,sprintRaceTime,qualifyingDate,qualifyingTime
1124,23,2024-12-01,960,qatar,Formula 1 Qatar Airways Qatar Grand Prix 2024,KNOCKOUT,SPRINT_SHOOTOUT,lusail,RACE,CLOCKWISE,5.419,16,57,308.611,2024-11-29,810,2024-11-29,1050,2024-11-30,840,2024-11-30,1080
