engineManufacturerId,constructorId,position,points
mercedes,mclaren,1,640
ferrari,ferrari,2,619
honda-rbpt,red-bull,3,581
mercedes,mercedes,4,446
mercedes,aston-martin,5,92
renault,alpine,6,59
ferrari,haas,7,54
honda-rbpt,rb,8,46
mercedes,williams,9,17
ferrari,kick-sauber,10,4
