constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
ferrari,ferrari,26.4,charles-leclerc,1,pirelli,16
mclaren,mercedes,17.4,oscar-piastri,2,pirelli,81
ferrari,ferrari,11.2,carlos-sainz-jr,3,pirelli,55
williams,mercedes,11.1,franco-colapinto,4,pirelli,43
mclaren,mercedes,8.2,lando-norris,5,pirelli,4
