engineManufacturerId,constructorId,position,points
ferrari,ferrari,1,104
mercedes,mercedes,2,65
rbpt,red-bull,3,55
mercedes,mclaren,4,24
renault,alpine,5,22
ferrari,alfa-romeo,6,13
ferrari,haas,7,12
rbpt,alphatauri,8,10
mercedes,williams,9,1
mercedes,aston-martin,10,0
