time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:19.806,ferrari,ferrari,,,24,carlos-sainz-jr,1,pirelli,55
1:20.377,ferrari,ferrari,+0.571,+0.571,21,charles-leclerc,2,pirelli,16
1:20.399,red-bull,rbpt,+0.022,+0.593,20,sergio-perez,3,pirelli,11
1:20.626,red-bull,rbpt,+0.227,+0.820,22,max-verstappen,4,pirelli,1
1:20.878,mclaren,mercedes,+0.252,+1.072,22,lando-norris,5,pirelli,4
1:21.004,alpine,renault,+0.126,+1.198,27,esteban-ocon,6,pirelli,31
1:21.027,mercedes,mercedes,+0.023,+1.221,26,lewis-hamilton,7,pirelli,44
1:21.155,mclaren,mercedes,+0.128,+1.349,23,daniel-ricciardo,8,pirelli,3
1:21.229,alpine,renault,+0.074,+1.423,21,fernando-alonso,9,pirelli,14
1:21.247,alfa-romeo,ferrari,+0.018,+1.441,23,valtteri-bottas,10,pirelli,77
1:21.289,alphatauri,rbpt,+0.042,+1.483,26,yuki-tsunoda,11,pirelli,22
1:21.457,mercedes,mercedes,+0.168,+1.651,26,george-russell,12,pirelli,63
1:21.661,aston-martin,mercedes,+0.204,+1.855,18,sebastian-vettel,13,pirelli,5
1:21.701,alphatauri,rbpt,+0.040,+1.895,26,pierre-gasly,14,pirelli,10
1:21.821,alfa-romeo,ferrari,+0.120,+2.015,21,guanyu-zhou,15,pirelli,24
1:21.869,aston-martin,mercedes,+0.048,+2.063,24,lance-stroll,16,pirelli,18
1:22.754,williams,mercedes,+0.885,+2.948,25,alexander-albon,17,pirelli,23
1:23.186,haas,ferrari,+0.432,+3.380,18,kevin-magnussen,18,pirelli,20
1:23.924,williams,mercedes,+0.738,+4.118,25,nicholas-latifi,19,pirelli,6
1:24.349,haas,ferrari,+0.425,+4.543,15,mick-schumacher,20,pirelli,47
