time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:18.978,ferrari,ferrari,,,27,charles-leclerc,1,pirelli,16
1:19.223,red-bull,rbpt,+0.245,+0.245,22,max-verstappen,2,pirelli,1
1:19.376,ferrari,ferrari,+0.153,+0.398,27,carlos-sainz-jr,3,pirelli,55
1:19.537,alpine,renault,+0.161,+0.559,22,fernando-alonso,4,pirelli,14
1:19.658,red-bull,rbpt,+0.121,+0.680,20,sergio-perez,5,pirelli,11
1:19.842,alpine,renault,+0.184,+0.864,25,esteban-ocon,6,pirelli,31
1:20.055,alfa-romeo,ferrari,+0.213,+1.077,25,valtteri-bottas,7,pirelli,77
1:20.100,mclaren,mercedes,+0.045,+1.122,24,lando-norris,8,pirelli,4
1:20.142,alphatauri,rbpt,+0.042,+1.164,27,pierre-gasly,9,pirelli,10
1:20.203,mclaren,mercedes,+0.061,+1.225,24,daniel-ricciardo,10,pirelli,3
1:20.212,mercedes,mercedes,+0.009,+1.234,25,george-russell,11,pirelli,63
1:20.424,alphatauri,rbpt,+0.212,+1.446,30,yuki-tsunoda,12,pirelli,22
1:20.521,mercedes,mercedes,+0.097,+1.543,23,lewis-hamilton,13,pirelli,44
1:20.611,aston-martin,mercedes,+0.090,+1.633,28,lance-stroll,14,pirelli,18
1:21.063,alfa-romeo,ferrari,+0.452,+2.085,23,guanyu-zhou,15,pirelli,24
1:21.191,haas,ferrari,+0.128,+2.213,23,kevin-magnussen,16,pirelli,20
1:21.912,williams,mercedes,+0.721,+2.934,28,alexander-albon,17,pirelli,23
1:21.974,haas,ferrari,+0.062,+2.996,22,mick-schumacher,18,pirelli,47
1:22.307,williams,mercedes,+0.333,+3.329,24,nicholas-latifi,19,pirelli,6
