time,constructorId,engineManufacturerId,interval,gap,driverId,position,tyreManufacturerId,lap,driverNumber
1:20.260,ferrari,ferrari,,,charles-leclerc,1,pirelli,58,16
1:20.846,alpine,renault,+0.586,+0.586,fernando-alonso,2,pirelli,57,14
1:21.094,red-bull,rbpt,+0.248,+0.834,sergio-perez,3,pirelli,58,11
1:21.495,mercedes,mercedes,+0.401,+1.235,george-russell,4,pirelli,53,63
1:21.651,alfa-romeo,ferrari,+0.156,+1.391,valtteri-bottas,5,pirelli,54,77
1:21.677,red-bull,rbpt,+0.026,+1.417,max-verstappen,6,pirelli,37,1
1:21.886,mercedes,mercedes,+0.209,+1.626,lewis-hamilton,7,pirelli,51,44
1:22.248,mclaren,mercedes,+0.362,+1.988,lando-norris,8,pirelli,55,4
1:22.451,mclaren,mercedes,+0.203,+2.191,daniel-ricciardo,9,pirelli,54,3
1:22.469,alpine,renault,+0.018,+2.209,esteban-ocon,10,pirelli,58,31
1:22.541,alfa-romeo,ferrari,+0.072,+2.281,guanyu-zhou,11,pirelli,55,24
1:22.589,williams,mercedes,+0.048,+2.329,alexander-albon,12,pirelli,54,23
1:22.731,alphatauri,rbpt,+0.142,+2.471,pierre-gasly,13,pirelli,52,10
1:23.006,haas,ferrari,+0.275,+2.746,mick-schumacher,14,pirelli,55,47
1:23.071,haas,ferrari,+0.065,+2.811,kevin-magnussen,15,pirelli,44,20
1:23.342,alphatauri,rbpt,+0.271,+3.082,yuki-tsunoda,16,pirelli,56,22
1:23.592,aston-martin,mercedes,+0.250,+3.332,lance-stroll,17,pirelli,48,18
1:23.882,williams,mercedes,+0.290,+3.622,nicholas-latifi,18,pirelli,49,6
1:25.189,aston-martin,mercedes,+1.307,+4.929,sebastian-vettel,19,pirelli,17,5
