constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
ferrari,ferrari,19.7,charles-leclerc,1,pirelli,16
red-bull,rbpt,14.8,sergio-perez,2,pirelli,11
mclaren,mercedes,9.4,daniel-ricciardo,3,pirelli,3
mercedes,mercedes,9.3,george-russell,4,pirelli,63
williams,mercedes,8.2,alexander-albon,5,pirelli,23
