driverId,position,points
max-verstappen,1,69
sergio-perez,2,54
fernando-alonso,3,45
lewis-hamilton,4,38
carlos-sainz-jr,5,20
lance-stroll,6,20
george-russell,7,18
lando-norris,8,8
nico-hulkenberg,9,6
charles-leclerc,10,6
valtteri-bottas,11,4
esteban-ocon,12,4
oscar-piastri,13,4
pierre-gasly,14,4
guanyu-zhou,15,2
yuki-tsunoda,16,1
kevin-magnussen,17,1
alexander-albon,18,1
logan-sargeant,19,0
nyck-de-vries,20,0
