constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
red-bull,honda-rbpt,21.3,sergio-perez,1,pirelli,11
mercedes,mercedes,14.3,lewis-hamilton,2,pirelli,44
alpine,renault,10.3,pierre-gasly,3,pirelli,10
mclaren,mercedes,9.6,lando-norris,4,pirelli,4
ferrari,ferrari,9,carlos-sainz-jr,5,pirelli,55
