engineManufacturerId,constructorId,position,points
honda-rbpt,red-bull,1,321
mercedes,mercedes,2,167
mercedes,aston-martin,3,154
ferrari,ferrari,4,122
renault,alpine,5,44
mercedes,mclaren,6,17
ferrari,alfa-romeo,7,9
ferrari,haas,8,8
mercedes,williams,9,7
honda-rbpt,alphatauri,10,2
