constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
ferrari,ferrari,29.4,charles-leclerc,1,pirelli,16
mercedes,mercedes,20.2,lewis-hamilton,2,pirelli,44
mclaren,mercedes,12.3,lando-norris,3,pirelli,4
ferrari,ferrari,9.2,carlos-sainz-jr,4,pirelli,55
kick-sauber,ferrari,4.5,valtteri-bottas,5,pirelli,77
