id,round,date,time,grandPrixId,officialName,qualifyingFormat,circuitId,circuitType,direction,courseLength,turns,laps,distance,freePractice1Date,freePractice1Time,freePractice2Date,freePractice2Time,freePractice3Date,freePractice3Time,qualifyingDate,qualifyingTime,constructorsChampionshipDecider
1125,24,2024-12-08,780,abu-dhabi,Formula 1 Etihad Airways Abu Dhabi Grand Prix 2024,KNOCKOUT,yas-marina,RACE,ANTI_CLOCKWISE,5.281,16,58,306.183,2024-12-06,09:30,2024-12-06,780,2024-12-07,630,2024-12-07,840,True
