engineManufacturerId,constructorId,position,points
mercedes,mclaren,1,666
ferrari,ferrari,2,652
honda-rbpt,red-bull,3,589
mercedes,mercedes,4,468
mercedes,aston-martin,5,94
renault,alpine,6,65
ferrari,haas,7,58
honda-rbpt,rb,8,46
mercedes,williams,9,17
ferrari,kick-sauber,10,4
