constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
red-bull,honda,21.2,max-verstappen,1,pirelli,33
ferrari,ferrari,13.8,sebastian-vettel,2,pirelli,5
renault,renault,11.3,daniel-ricciardo,3,pirelli,3
mclaren,renault,7,lando-norris,4,pirelli,4
racing-point,bwt-mercedes,6.1,sergio-perez,5,pirelli,11
