time,constructorId,engineManufacturerId,gridPenalty,driverId,position,tyreManufacturerId,driverNumber
1:35.246,red-bull,honda,,max-verstappen,1,pirelli,33
1:35.271,mercedes,mercedes,,valtteri-bottas,2,pirelli,77
1:35.332,mercedes,mercedes,,lewis-hamilton,3,pirelli,44
1:35.497,mclaren,renault,,lando-norris,4,pirelli,4
1:35.571,red-bull,honda,,alexander-albon,5,pirelli,23
1:35.815,mclaren,renault,,carlos-sainz-jr,6,pirelli,55
1:35.963,alphatauri,honda,,daniil-kvyat,7,pirelli,26
1:36.046,racing-point,bwt-mercedes,,lance-stroll,8,pirelli,18
1:36.242,alphatauri,honda,,pierre-gasly,9,pirelli,10
1:36.359,renault,renault,,esteban-ocon,10,pirelli,31
1:36.406,renault,renault,,daniel-ricciardo,11,pirelli,3
1:36.065,ferrari,ferrari,3,charles-leclerc,12,pirelli,16
1:36.631,ferrari,ferrari,,sebastian-vettel,13,pirelli,5
1:38.248,alfa-romeo,ferrari,,antonio-giovinazzi,14,pirelli,99
1:37.555,alfa-romeo,ferrari,,kimi-raikkonen,15,pirelli,7
1:38.045,williams,mercedes,,george-russell,16,pirelli,63
1:38.173,haas,ferrari,,pietro-fittipaldi,17,pirelli,51
1:38.443,williams,mercedes,,nicholas-latifi,18,pirelli,6
,racing-point,bwt-mercedes,SFB,sergio-perez,19,pirelli,11
1:37.863,haas,ferrari,SFB,kevin-magnussen,20,pirelli,20
