time,constructorId,engineManufacturerId,stop,driverId,position,tyreManufacturerId,lap,driverNumber
21.289,red-bull,honda,1,max-verstappen,1,pirelli,10,33
21.587,mercedes,mercedes,1,valtteri-bottas,2,pirelli,10,77
22.406,mercedes,mercedes,1,lewis-hamilton,3,pirelli,10,44
21.508,red-bull,honda,1,alexander-albon,4,pirelli,10,23
21.840,mclaren,renault,1,lando-norris,5,pirelli,10,4
22.140,mclaren,renault,1,carlos-sainz-jr,6,pirelli,10,55
22.036,racing-point,bwt-mercedes,1,lance-stroll,7,pirelli,10,18
22.000,alphatauri,honda,1,pierre-gasly,8,pirelli,10,10
25.724,alphatauri,honda,1,daniil-kvyat,9,pirelli,10,26
21.615,renault,renault,1,esteban-ocon,10,pirelli,10,31
22.012,alfa-romeo,ferrari,1,kimi-raikkonen,11,pirelli,10,7
22.085,williams,mercedes,1,george-russell,12,pirelli,10,63
26.329,haas,ferrari,1,pietro-fittipaldi,13,pirelli,10,51
21.357,williams,mercedes,1,nicholas-latifi,14,pirelli,11,6
22.178,ferrari,ferrari,1,charles-leclerc,15,pirelli,22,16
21.480,alfa-romeo,ferrari,1,antonio-giovinazzi,16,pirelli,27,99
22.714,haas,ferrari,1,kevin-magnussen,17,pirelli,31,20
28.501,haas,ferrari,2,pietro-fittipaldi,18,pirelli,34,51
22.040,ferrari,ferrari,1,sebastian-vettel,19,pirelli,35,5
22.384,williams,mercedes,2,nicholas-latifi,20,pirelli,35,6
22.123,renault,renault,1,daniel-ricciardo,21,pirelli,39,3
23.098,haas,ferrari,2,kevin-magnussen,22,pirelli,47,20
23.217,haas,ferrari,3,pietro-fittipaldi,23,pirelli,48,51
