time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:36.276,mercedes,mercedes,,,28,valtteri-bottas,1,pirelli,77
1:36.479,mercedes,mercedes,+0.203,+0.203,30,lewis-hamilton,2,pirelli,44
1:37.046,red-bull,honda,+0.567,+0.770,30,max-verstappen,3,pirelli,33
1:37.263,red-bull,honda,+0.217,+0.987,33,alexander-albon,4,pirelli,23
1:37.438,mclaren,renault,+0.175,+1.162,29,lando-norris,5,pirelli,4
1:37.505,renault,renault,+0.067,+1.229,30,esteban-ocon,6,pirelli,31
1:37.506,racing-point,bwt-mercedes,+0.001,+1.230,35,sergio-perez,7,pirelli,11
1:37.508,ferrari,ferrari,+0.002,+1.232,31,charles-leclerc,8,pirelli,16
1:37.508,renault,renault,+0.000,+1.232,29,daniel-ricciardo,9,pirelli,3
1:37.560,racing-point,bwt-mercedes,+0.052,+1.284,29,lance-stroll,10,pirelli,18
1:37.596,alphatauri,honda,+0.036,+1.320,32,daniil-kvyat,11,pirelli,26
1:37.616,mclaren,renault,+0.020,+1.340,31,carlos-sainz-jr,12,pirelli,55
1:37.900,alphatauri,honda,+0.284,+1.624,32,pierre-gasly,13,pirelli,10
1:38.068,alfa-romeo,ferrari,+0.168,+1.792,28,kimi-raikkonen,14,pirelli,7
1:38.198,ferrari,ferrari,+0.130,+1.922,32,sebastian-vettel,15,pirelli,5
1:38.504,haas,ferrari,+0.306,+2.228,35,kevin-magnussen,16,pirelli,20
1:38.564,alfa-romeo,ferrari,+0.060,+2.288,31,antonio-giovinazzi,17,pirelli,99
1:38.817,williams,mercedes,+0.253,+2.541,24,george-russell,18,pirelli,63
1:39.027,haas,ferrari,+0.210,+2.751,25,pietro-fittipaldi,19,pirelli,51
1:39.132,williams,mercedes,+0.105,+2.856,31,nicholas-latifi,20,pirelli,6
