q1,constructorId,q2,engineManufacturerId,interval,gap,q3,driverId,laps,position,tyreManufacturerId,driverNumber
1:35.993,red-bull,1:35.641,honda,,,1:35.246,max-verstappen,19,1,pirelli,33
1:35.699,mercedes,1:35.527,mercedes,+0.025,+0.025,1:35.271,valtteri-bottas,18,2,pirelli,77
1:35.528,mercedes,1:35.466,mercedes,+0.061,+0.086,1:35.332,lewis-hamilton,20,3,pirelli,44
1:36.016,mclaren,1:35.849,renault,+0.165,+0.251,1:35.497,lando-norris,17,4,pirelli,4
1:36.106,red-bull,1:35.654,honda,+0.074,+0.325,1:35.571,alexander-albon,15,5,pirelli,23
1:36.517,mclaren,1:36.192,renault,+0.244,+0.569,1:35.815,carlos-sainz-jr,14,6,pirelli,55
1:36.459,alphatauri,1:36.214,honda,+0.148,+0.717,1:35.963,daniil-kvyat,20,7,pirelli,26
1:36.502,racing-point,1:36.143,bwt-mercedes,+0.083,+0.800,1:36.046,lance-stroll,15,8,pirelli,18
1:35.881,ferrari,1:35.932,ferrari,+0.019,+0.819,1:36.065,charles-leclerc,20,9,pirelli,16
1:36.545,alphatauri,1:36.282,honda,+0.177,+0.996,1:36.242,pierre-gasly,20,10,pirelli,10
1:36.783,renault,1:36.359,renault,,,,esteban-ocon,12,11,pirelli,31
1:36.704,renault,1:36.406,renault,,,,daniel-ricciardo,9,12,pirelli,3
1:36.655,ferrari,1:36.631,ferrari,,,,sebastian-vettel,12,13,pirelli,5
1:37.075,alfa-romeo,1:38.248,ferrari,,,,antonio-giovinazzi,12,14,pirelli,99
1:36.034,racing-point,,bwt-mercedes,,,,sergio-perez,4,15,pirelli,11
1:37.555,alfa-romeo,,ferrari,,,,kimi-raikkonen,6,16,pirelli,7
1:37.863,haas,,ferrari,,,,kevin-magnussen,9,17,pirelli,20
1:38.045,williams,,mercedes,,,,george-russell,8,18,pirelli,63
1:38.173,haas,,ferrari,,,,pietro-fittipaldi,9,19,pirelli,51
1:38.443,williams,,mercedes,,,,nicholas-latifi,7,20,pirelli,6
