engineManufacturerId,constructorId,position,points
honda-rbpt,red-bull,1,731
mercedes,mercedes,2,371
ferrari,ferrari,3,349
mercedes,mclaren,4,256
mercedes,aston-martin,5,236
renault,alpine,6,101
mercedes,williams,7,28
honda-rbpt,alphatauri,8,16
ferrari,alfa-romeo,9,16
ferrari,haas,10,12
