driverId,position,points
max-verstappen,1,491
sergio-perez,2,240
lewis-hamilton,3,220
carlos-sainz-jr,4,183
fernando-alonso,5,183
lando-norris,6,169
charles-leclerc,7,166
george-russell,8,151
oscar-piastri,9,87
pierre-gasly,10,56
lance-stroll,11,53
esteban-ocon,12,45
alexander-albon,13,27
valtteri-bottas,14,10
nico-hulkenberg,15,9
yuki-tsunoda,16,8
daniel-ricciardo,17,6
guanyu-zhou,18,6
kevin-magnussen,19,3
liam-lawson,20,2
logan-sargeant,21,1
nyck-de-vries,22,0
