constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
red-bull,rbpt,27.6,sergio-perez,1,pirelli,11
alphatauri,rbpt,10.5,pierre-gasly,2,pirelli,10
ferrari,ferrari,9.9,carlos-sainz-jr,3,pirelli,55
ferrari,ferrari,8.8,charles-leclerc,4,pirelli,16
alpine,renault,7.4,fernando-alonso,5,pirelli,14
