time,constructorId,engineManufacturerId,interval,gap,driverId,position,tyreManufacturerId,lap,driverNumber
1:14.693,mclaren,mercedes,,,lando-norris,1,pirelli,55,4
1:15.334,alphatauri,rbpt,+0.641,+0.641,yuki-tsunoda,2,pirelli,61,22
1:15.882,alpine,renault,+0.548,+1.189,fernando-alonso,3,pirelli,50,14
1:16.028,red-bull,rbpt,+0.146,+1.335,sergio-perez,4,pirelli,46,11
1:16.052,red-bull,rbpt,+0.024,+1.359,max-verstappen,5,pirelli,47,1
1:16.249,ferrari,ferrari,+0.197,+1.556,charles-leclerc,6,pirelli,46,16
1:16.421,ferrari,ferrari,+0.172,+1.728,carlos-sainz-jr,7,pirelli,47,55
1:16.830,mercedes,mercedes,+0.409,+2.137,george-russell,8,pirelli,42,63
1:17.203,mercedes,mercedes,+0.373,+2.510,lewis-hamilton,9,pirelli,51,44
1:17.344,alphatauri,rbpt,+0.141,+2.651,pierre-gasly,10,pirelli,61,10
1:17.532,mclaren,mercedes,+0.188,+2.839,daniel-ricciardo,11,pirelli,59,3
1:17.558,aston-martin,mercedes,+0.026,+2.865,sebastian-vettel,12,pirelli,54,5
1:17.571,alpine,renault,+0.013,+2.878,esteban-ocon,13,pirelli,50,31
1:17.600,alfa-romeo,ferrari,+0.029,+2.907,valtteri-bottas,14,pirelli,57,77
1:17.672,aston-martin,mercedes,+0.072,+2.979,lance-stroll,15,pirelli,56,18
1:18.023,williams,mercedes,+0.351,+3.330,alexander-albon,16,pirelli,40,23
1:18.200,alfa-romeo,ferrari,+0.177,+3.507,guanyu-zhou,17,pirelli,52,24
1:18.579,williams,mercedes,+0.379,+3.886,nicholas-latifi,18,pirelli,43,6
1:24.778,haas,ferrari,+6.199,+10.085,mick-schumacher,19,pirelli,24,47
1:33.754,haas,ferrari,+8.976,+19.061,kevin-magnussen,20,pirelli,18,20
