time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:12.656,ferrari,ferrari,,,30,charles-leclerc,1,pirelli,16
1:12.700,ferrari,ferrari,+0.044,+0.044,32,carlos-sainz-jr,2,pirelli,55
1:13.035,red-bull,rbpt,+0.335,+0.379,31,sergio-perez,3,pirelli,11
1:13.103,red-bull,rbpt,+0.068,+0.447,33,max-verstappen,4,pirelli,1
1:13.294,mclaren,mercedes,+0.191,+0.638,24,lando-norris,5,pirelli,4
1:13.406,mercedes,mercedes,+0.112,+0.750,31,george-russell,6,pirelli,63
1:13.636,alphatauri,rbpt,+0.230,+0.980,32,pierre-gasly,7,pirelli,10
1:13.912,alpine,renault,+0.276,+1.256,31,fernando-alonso,8,pirelli,14
1:14.059,aston-martin,mercedes,+0.147,+1.403,32,sebastian-vettel,9,pirelli,5
1:14.134,alphatauri,rbpt,+0.075,+1.478,27,yuki-tsunoda,10,pirelli,22
1:14.239,haas,ferrari,+0.105,+1.583,32,kevin-magnussen,11,pirelli,20
1:14.267,mercedes,mercedes,+0.028,+1.611,29,lewis-hamilton,12,pirelli,44
1:14.468,alfa-romeo,ferrari,+0.201,+1.812,28,valtteri-bottas,13,pirelli,77
1:14.486,williams,mercedes,+0.018,+1.830,33,alexander-albon,14,pirelli,23
1:14.525,alfa-romeo,ferrari,+0.039,+1.869,23,guanyu-zhou,15,pirelli,24
1:14.623,aston-martin,mercedes,+0.098,+1.967,29,lance-stroll,16,pirelli,18
1:14.894,haas,ferrari,+0.271,+2.238,33,mick-schumacher,17,pirelli,47
1:15.216,alpine,renault,+0.322,+2.560,34,esteban-ocon,18,pirelli,31
1:16.276,williams,mercedes,+1.060,+3.620,33,nicholas-latifi,19,pirelli,6
,mclaren,mercedes,,,2,daniel-ricciardo,20,pirelli,3
