engineManufacturerId,constructorId,position,points
rbpt,red-bull,1,235
ferrari,ferrari,2,199
mercedes,mercedes,3,134
mercedes,mclaren,4,59
ferrari,alfa-romeo,5,41
renault,alpine,6,40
rbpt,alphatauri,7,17
ferrari,haas,8,15
mercedes,aston-martin,9,7
mercedes,williams,10,3
