time,constructorId,engineManufacturerId,stop,driverId,position,tyreManufacturerId,lap,driverNumber
26.731,aston-martin,mercedes,1,lance-stroll,1,pirelli,1,18
36.773,williams,mercedes,1,nicholas-latifi,2,pirelli,1,6
35.486,alphatauri,rbpt,1,pierre-gasly,3,pirelli,2,10
32.750,aston-martin,mercedes,2,lance-stroll,4,pirelli,2,18
36.351,williams,mercedes,2,nicholas-latifi,5,pirelli,2,6
27.637,haas,ferrari,1,mick-schumacher,6,pirelli,4,47
24.965,aston-martin,mercedes,1,sebastian-vettel,7,pirelli,6,5
25.068,alphatauri,rbpt,1,yuki-tsunoda,8,pirelli,6,22
24.796,mercedes,mercedes,1,lewis-hamilton,9,pirelli,15,44
24.409,red-bull,rbpt,1,sergio-perez,10,pirelli,16,11
24.872,mclaren,mercedes,1,lando-norris,11,pirelli,17,4
36.854,haas,ferrari,2,mick-schumacher,12,pirelli,17,47
25.710,ferrari,ferrari,1,charles-leclerc,13,pirelli,18,16
27.009,red-bull,rbpt,1,max-verstappen,14,pirelli,18,1
27.231,williams,mercedes,1,alexander-albon,15,pirelli,18,23
26.056,mclaren,mercedes,1,daniel-ricciardo,16,pirelli,19,3
25.594,alfa-romeo,ferrari,1,guanyu-zhou,17,pirelli,19,24
26.910,williams,mercedes,3,nicholas-latifi,18,pirelli,19,6
25.865,alfa-romeo,ferrari,1,valtteri-bottas,19,pirelli,20,77
24.666,ferrari,ferrari,1,carlos-sainz-jr,20,pirelli,21,55
28.034,ferrari,ferrari,2,charles-leclerc,21,pirelli,21,16
25.352,mercedes,mercedes,1,george-russell,22,pirelli,21,63
24.526,alpine,renault,1,fernando-alonso,23,pirelli,21,14
24.875,alpine,renault,1,esteban-ocon,24,pirelli,21,31
26.021,alphatauri,rbpt,2,yuki-tsunoda,25,pirelli,21,22
24.536,red-bull,rbpt,2,sergio-perez,26,pirelli,22,11
26.930,red-bull,rbpt,2,max-verstappen,27,pirelli,22,1
24.760,mclaren,mercedes,2,lando-norris,28,pirelli,22,4
24.507,mercedes,mercedes,2,lewis-hamilton,29,pirelli,22,44
28.770,alphatauri,rbpt,2,pierre-gasly,30,pirelli,22,10
31.518,williams,mercedes,2,alexander-albon,31,pirelli,22,23
25.133,aston-martin,mercedes,2,sebastian-vettel,32,pirelli,23,5
25.650,aston-martin,mercedes,3,lance-stroll,33,pirelli,24,18
19:32.062,red-bull,rbpt,3,sergio-perez,34,pirelli,30,11
19:34.793,ferrari,ferrari,2,carlos-sainz-jr,35,pirelli,30,55
19:35.575,red-bull,rbpt,3,max-verstappen,36,pirelli,30,1
19:34.965,aston-martin,mercedes,4,lance-stroll,37,pirelli,29,18
19:36.822,ferrari,ferrari,3,charles-leclerc,38,pirelli,30,16
19:34.444,alphatauri,rbpt,3,yuki-tsunoda,39,pirelli,29,22
19:34.235,alfa-romeo,ferrari,2,guanyu-zhou,40,pirelli,29,24
19:37.545,mercedes,mercedes,2,george-russell,41,pirelli,30,63
19:43.029,mclaren,mercedes,3,lando-norris,42,pirelli,30,4
19:41.839,williams,mercedes,4,nicholas-latifi,43,pirelli,29,6
19:42.058,alpine,renault,2,fernando-alonso,44,pirelli,30,14
19:46.281,mercedes,mercedes,3,lewis-hamilton,45,pirelli,30,44
19:45.676,williams,mercedes,3,alexander-albon,46,pirelli,29,23
19:46.485,alpine,renault,2,esteban-ocon,47,pirelli,30,31
19:46.699,alfa-romeo,ferrari,2,valtteri-bottas,48,pirelli,30,77
19:29.495,aston-martin,mercedes,3,sebastian-vettel,49,pirelli,30,5
19:29.460,alphatauri,rbpt,3,pierre-gasly,50,pirelli,30,10
19:28.673,mclaren,mercedes,2,daniel-ricciardo,51,pirelli,30,3
24.607,mclaren,mercedes,4,lando-norris,52,pirelli,51,4
25.266,alphatauri,rbpt,4,yuki-tsunoda,53,pirelli,56,22
