constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
ferrari,ferrari,28.3,charles-leclerc,1,pirelli,16
haas,ferrari,22.5,kevin-magnussen,2,pirelli,20
red-bull,rbpt,9,max-verstappen,3,pirelli,1
mercedes,mercedes,5.1,lewis-hamilton,4,pirelli,44
alfa-romeo,ferrari,5,guanyu-zhou,5,pirelli,24
