time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:32.544,red-bull,rbpt,,,15,max-verstappen,1,pirelli,1
1:32.640,ferrari,ferrari,+0.096,+0.096,16,charles-leclerc,2,pirelli,16
1:32.791,red-bull,rbpt,+0.151,+0.247,20,sergio-perez,3,pirelli,11
1:32.935,mercedes,mercedes,+0.144,+0.391,19,george-russell,4,pirelli,63
1:33.053,ferrari,ferrari,+0.118,+0.509,20,carlos-sainz-jr,5,pirelli,55
1:33.121,mercedes,mercedes,+0.068,+0.577,15,lewis-hamilton,6,pirelli,44
1:33.437,haas,ferrari,+0.316,+0.893,15,kevin-magnussen,7,pirelli,20
1:33.733,alfa-romeo,ferrari,+0.296,+1.189,21,valtteri-bottas,8,pirelli,77
1:33.880,alfa-romeo,ferrari,+0.147,+1.336,18,guanyu-zhou,9,pirelli,24
1:33.920,aston-martin,mercedes,+0.040,+1.376,14,lance-stroll,10,pirelli,18
1:33.955,mclaren,mercedes,+0.035,+1.411,18,lando-norris,11,pirelli,4
1:33.971,aston-martin,mercedes,+0.016,+1.427,18,nico-hulkenberg,12,pirelli,27
1:34.176,alphatauri,rbpt,+0.205,+1.632,18,pierre-gasly,13,pirelli,10
1:34.295,haas,ferrari,+0.119,+1.751,17,mick-schumacher,14,pirelli,47
1:34.378,mclaren,mercedes,+0.083,+1.834,20,daniel-ricciardo,15,pirelli,3
1:34.628,alpine,renault,+0.250,+2.084,15,fernando-alonso,16,pirelli,14
1:34.868,williams,mercedes,+0.240,+2.324,15,alexander-albon,17,pirelli,23
1:34.957,alpine,renault,+0.089,+2.413,16,esteban-ocon,18,pirelli,31
1:35.667,williams,mercedes,+0.710,+3.123,14,nicholas-latifi,19,pirelli,6
