engineManufacturerId,constructorId,position,points
ferrari,ferrari,1,44
mercedes,mercedes,2,27
ferrari,haas,3,10
ferrari,alfa-romeo,4,9
renault,alpine,5,8
rbpt,alphatauri,6,4
mercedes,aston-martin,7,0
mercedes,williams,8,0
mercedes,mclaren,9,0
rbpt,red-bull,10,0
